Code,Date,OpenPrice,HighestPrice,LowestPrice,ClosePrice,Volume,High-Low,Close-Open,close-rsi %3,close-rsi %7,close-rsi %12,close-rsi %26,close-rsi %60,close-ma3,close-ma7,close-ma12,close-ma26,close-ma60,close-bias3,close-bias7,close-bias12,close-bias26,close-bias60,close-wma3,close-wma7,close-wma12,close-wma26,close-wma60,close-es0.0,close-es0.05,close-es0.1,close-es0.15,close-es0.2,close-es0.25,close-es0.3,close-es0.35,close-es0.4,close-es0.45,close-es0.5,close-es0.55,close-es0.6,close-es0.65,close-es0.7,close-es0.75,close-es0.8,close-es0.85,close-es0.9,close-es0.95,di,close-macd5,close-macd10,close-macd15,%K-4,%D-4,slow %D-4,%K-6,%D-6,slow %D-6,%K-8,%D-8,slow %D-8,%K-10,%D-10,slow %D-10,close-momentum5,close-momentum10,close-momentum15,volume_ma3,volume_ma7,volume_ma12,volume_ma26,volume_ma60,volume_ratio_3,volume_ratio_7,volume_ratio_12,volume_ratio_26,volume_ratio_60,Y
53,20130424,19.96,20.17,19.96,20.14,32,0.21,0.18,71.60493827,60,47.92626728,48.88888889,52.2875817,20.08333333,19.89714286,19.78416667,19.77923077,19.775,0.002821577,0.012205629,0.017985763,0.018239801,0.018457649,20.07833333,19.99035714,19.88692308,19.82039886,19.82052459,19.94,19.9512622,19.96180456,19.97127437,19.97933441,19.98566032,19.98993849,19.99186385,19.99113754,19.98746528,19.98055978,19.97015345,19.95603173,19.93809899,19.91648754,19.89171824,19.86495687,19.83855119,19.81656366,19.79593064,20.1025,19.989,19.83325,19.80916667,85.71428571,55.17857143,43.16964286,85.71428571,36.78571429,49.17596293,85.71428571,52.58928571,50.99850477,85.71428571,51.22727273,52.77907178,0.55,0.44,0.13,55,31.85714286,45.25,28.76923077,40.46666667,0.581818182,1.004484305,0.70718232,1.112299465,0.7907743,1
53,20130425,19.93,20.31,19.89,20.25,131,0.42,0.32,54,62.66666667,61.38613861,53.96039604,56.60377358,20.11,19.99142857,19.84583333,19.80461538,19.79133333,0.006961711,0.012934115,0.020365316,0.02248893,0.023175127,20.16166667,20.07857143,19.95858974,19.85527066,19.83609836,20.14,20.13056311,20.12218046,20.11469116,20.10786688,20.10141508,20.09498155,20.08815235,20.08045501,20.07135938,20.06027989,20.0465844,20.02961904,20.00876434,19.98354128,19.95378868,19.91996549,19.88376851,19.8489073,19.81313411,20.175,20.0995,19.88275,19.82116667,85.71428571,51.60714286,43.57142857,85.71428571,51.07142857,47.66594517,85.71428571,50.80357143,50.96705386,85.71428571,53.37012987,52.45657165,0.15,0.59,0.22,70,50,53.41666667,32.88461538,42.38333333,1.871428571,2.62,2.452418097,3.983625731,3.090837593,1
53,20130426,20.35,20.44,20.34,20.34,98,0.1,-0.01,57.40740741,72.91666667,68.87755102,58.41836735,56.60377358,20.24333333,20.07571429,19.91583333,19.82269231,19.8115,0.004775235,0.013164449,0.021297962,0.026096742,0.026676425,20.27666667,20.16571429,20.03461538,19.89492877,19.85408743,20.25,20.24402816,20.23721805,20.22970367,20.22157338,20.21285377,20.20349446,20.19335332,20.18218201,20.16961172,20.15513994,20.13812142,20.11777142,20.09319682,20.06347889,20.02784151,19.9859724,19.93870323,19.88901657,19.8349774,20.365,20.1695,19.952,19.84183333,0,42.85714286,45.84821429,0,51.07142857,48.07900433,0,38.30357143,49.37310295,0,50.64285714,51.93644307,0.17,0.58,0.66,87,63.14285714,45.25,36.42307692,36.31666667,1.126436782,1.552036199,2.165745856,2.690601901,2.698485544,1
53,20130429,20.34,20.38,20.2,20.38,39,0.18,0.04,100,71.53284672,70.58823529,56.3002681,58.20895522,20.32333333,20.18857143,19.9725,19.85461538,19.82833333,0.002788257,0.009482027,0.020403054,0.026461586,0.02782214,20.345,20.24178571,20.10602564,19.93621083,19.87272678,20.34,20.33520141,20.3297218,20.32345555,20.31631468,20.30821344,20.29904834,20.28867366,20.2768728,20.26332527,20.24756997,20.22896678,20.20666285,20.17957793,20.14643523,20.10588113,20.05677792,19.99889775,19.93411491,19.86022853,20.335,20.1995,20.012,19.8825,100,67.85714286,54.375,100,51.07142857,47.5,100,50.80357143,49.47186038,100,50.64285714,50.91631449,0.44,0.79,0.87,89.33333333,68.28571429,45.91666667,37.69230769,34.81666667,0.436567164,0.571129707,0.849364791,1.034693878,1.120153183,1
53,20130430,20.51,20.61,20.51,20.57,48,0.1,0.06,100,81.6,68.08510638,62.02898551,57.0432357,20.43,20.25571429,20.04833333,19.89153846,19.8455,0.006852668,0.015515904,0.026020451,0.034108047,0.036507017,20.46833333,20.33714286,20.19794872,19.98920228,19.89704372,20.38,20.37776007,20.37497218,20.37151833,20.36726294,20.36205336,20.3557145,20.34803578,20.33874912,20.32749637,20.31378499,20.29693173,20.27599771,20.24972566,20.21650466,20.17441085,20.12142233,20.05606309,19.97870342,19.88621711,20.565,20.3085,20.11375,19.95066667,60,61.42857143,55.9375,60,55.23809524,47.40079365,60,58.30357143,50.87576486,60,46.64285714,49.49618591,0.43,0.82,1.07,61.66666667,68.71428571,45.41666667,39.30769231,35.26666667,0.778378378,0.698544699,1.056880734,1.221135029,1.361058601,1
53,20130502,20.58,20.69,20.57,20.69,57,0.12,0.11,100,75.2688172,72.4137931,63.40782123,57.16272601,20.54666667,20.33,20.12583333,19.93307692,19.86716667,0.00697599,0.017707821,0.028031966,0.037973218,0.041416743,20.59833333,20.44571429,20.29666667,20.04834758,19.92473224,20.57,20.560388,20.55049722,20.54022775,20.52945259,20.51801334,20.50571435,20.49231252,20.47749965,20.46087337,20.44189249,20.41981245,20.39359863,20.36182168,20.32255326,20.27330814,20.21113787,20.13315362,20.03783308,19.92040625,20.66,20.42,20.2045,20.02883333,100,65,59.28571429,100,71.9047619,52.85714286,100,58.30357143,50.96387987,100,56.64285714,50.07605733,0.44,1.1,0.99,48,64.57142857,49.66666667,41.42307692,35.36666667,1.1875,0.882743363,1.147651007,1.376044568,1.611687088,0
53,20130503,20.78,20.78,20.55,20.69,49,0.23,-0.09,100,76.53061224,72.68292683,64.59459459,59.07821229,20.65,20.43714286,20.2175,19.96884615,19.89133333,0.001937046,0.012372431,0.023370842,0.036113947,0.04015149,20.67,20.53571429,20.38346154,20.10441595,19.95171038,20.69,20.6835194,20.67604972,20.66753416,20.65789052,20.64700334,20.63471431,20.62080938,20.60499986,20.58689302,20.56594625,20.54139685,20.51215918,20.47668409,20.43278728,20.3774811,20.30691029,20.21668058,20.10304977,19.95888594,20.6775,20.5205,20.31,20.09533333,60.86956522,80.2173913,68.6257764,60.86956522,67.76397516,58.02018634,60.86956522,61.53726708,51.99106261,60.86956522,62.72981366,52.2646244,0.35,0.59,1.03,51.33333333,64.85714286,53.41666667,42.34615385,36.1,0.954545455,0.755506608,0.917316693,1.157129882,1.35734072,1
53,20130506,20.74,20.85,20.57,20.85,77,0.28,0.11,100,100,79.25531915,63.09859155,60.34236805,20.74333333,20.53857143,20.30916667,20.01346154,19.91566667,0.005142214,0.015163108,0.026630011,0.041798789,0.046914489,20.77,20.63892857,20.48076923,20.16968661,19.98314208,20.69,20.68967597,20.68860497,20.68663012,20.6835781,20.67925083,20.67341429,20.66578328,20.65599994,20.64360186,20.62797312,20.60826827,20.58329551,20.55134466,20.5099511,20.45561083,20.38352823,20.28767849,20.16174479,19.99544164,20.78,20.6035,20.3865,20.16916667,100,80.2173913,71.71583851,100,70.14492754,61.19910283,100,74.03726708,55.58520963,100,62.72981366,53.5365248,0.47,0.68,1.09,61,71.28571429,59.33333333,45.11538462,36.85,1.262295082,1.080160321,1.297752809,1.706734868,2.089552239,1
53,20130507,20.85,20.93,20.78,20.91,112,0.15,0.06,100,100,79.25531915,65.93406593,60.3988604,20.81666667,20.63285714,20.41916667,20.05730769,19.935,0.004483587,0.013432112,0.024037873,0.0425128,0.048908954,20.85333333,20.73178571,20.57320513,20.23609687,20.01574317,20.85,20.8419838,20.8338605,20.82549452,20.81671562,20.80731271,20.79702429,20.78552415,20.77239998,20.75712084,20.73898656,20.71704755,20.6899773,20.65587403,20.61196577,20.55420812,20.47682259,20.37202672,20.23057031,20.03816956,20.8825,20.713,20.45625,20.24566667,86.66666667,86.88405797,78.07971014,86.66666667,84.58937198,66.78542673,86.66666667,74.1563147,58.28108825,86.66666667,67.89648033,55.21038599,0.34,0.97,1.32,79.33333333,68.57142857,68.41666667,48.96153846,36.51666667,1.411764706,1.633333333,1.637028015,2.287509819,3.067092652,1
53,20130508,20.93,21.17,20.92,21.16,86,0.25,0.23,100,100,87.07865169,65.74585635,58.63095238,20.97333333,20.75,20.5075,20.11192308,19.958,0.008900191,0.019759036,0.031817628,0.052112218,0.060226476,21.025,20.86357143,20.68717949,20.31777778,20.0559071,20.91,20.90659919,20.90238605,20.89732418,20.89134312,20.88432818,20.87610729,20.86643345,20.85495999,20.84120438,20.82449328,20.80387615,20.77798638,20.74481812,20.70137604,20.64315609,20.56345807,20.45272271,20.29851328,20.08176108,21.1025,20.8205,20.5645,20.34933333,96,85.88405797,83.30072464,96,83.92270531,72.26063952,96,75.44202899,61.36089545,96,77.49648033,58.00214192,0.47,1.02,1.41,91.66666667,66.85714286,71.83333333,52.03846154,36.7,0.938181818,1.286324786,1.197215777,1.652623799,2.343324251,1
53,20130509,21.12,21.29,21.12,21.24,36,0.17,0.12,100,100,84.86842105,68.48958333,59.94236311,21.10333333,20.87285714,20.59666667,20.15923077,19.983,0.00647607,0.017589487,0.031234828,0.05361163,0.062903468,21.15833333,20.98607143,20.79987179,20.40133903,20.09793989,21.16,21.14732996,21.1342386,21.12059863,21.10626862,21.09108204,21.07483219,21.05725171,21.037984,21.01654197,20.99224664,20.96413188,20.93079183,20.89013178,20.83896323,20.77236707,20.68276646,20.5588143,20.38466195,20.13567303,21.2225,20.933,20.6765,20.44733333,70.58823529,88.31372549,85.32480818,70.58823529,85.6874112,77.33552551,70.58823529,84.2655584,67.10614382,70.58823529,75.98387529,60.47780217,0.55,0.99,1.65,78,66.42857143,67.66666667,52.03846154,35.16666667,0.461538462,0.541935484,0.532019704,0.691796009,1.023696682,0
53,20130510,21.11,21.15,21.09,21.09,44,0.06,-0.02,100,100,84.96732026,66.84931507,60.74498567,21.16333333,20.94714286,20.6925,20.20384615,20.00433333,-0.003465113,0.006819887,0.019209859,0.043860651,0.054271574,21.15166667,21.04035714,20.87576923,20.4702849,20.13423497,21.24,21.2353665,21.22942386,21.22208979,21.21325372,21.20277051,21.19044966,21.1760381,21.1591936,21.13944389,21.11612332,21.08827254,21.0544751,21.01258565,20.95927426,20.8892753,20.79421316,20.66099216,20.47019576,20.19088938,21.105,21.0185,20.7695,20.54616667,0,63.31372549,81.09889173,0,69.02074453,76.85485595,0,71.7655584,69.72639219,0,67.41244672,61.88203386,0.24,0.75,0.99,55.33333333,65.85714286,67.41666667,53.69230769,35.66666667,0.795180723,0.668112798,0.652657602,0.819484241,1.23364486,0
53,20130513,21.11,21.12,21.01,21.03,86,0.11,-0.08,68.75,81.70731707,89.65517241,65.59139785,59.06515581,21.12,20.99571429,20.76666667,20.24307692,20.02416667,-0.004261364,0.001632986,0.012680578,0.038873689,0.050230971,21.085,21.06107143,20.92769231,20.53148148,20.16786339,21.09,21.09726832,21.10394239,21.10981347,21.11465074,21.11819263,21.1201349,21.12011333,21.11767744,21.11224975,21.10306166,21.08904989,21.06868506,21.03968068,20.99849198,20.93945648,20.85337053,20.72534334,20.53217618,20.23584491,21.0475,21.072,20.83775,20.615,18.18181818,46.19251337,70.92600558,18.18181818,61.90612002,75.87854676,18.18181818,66.53828567,70.75573147,18.18181818,69.23062854,63.740811,0.12,0.65,0.86,55.33333333,70,71.91666667,56.76923077,36.01666667,1.554216867,1.228571429,1.195828505,1.514905149,2.387783434,1
53,20130514,21.12,21.16,21.04,21.12,42,0.12,0,27.5862069,72.36842105,83.96946565,63.78378378,58.39210155,21.08,21.05714286,20.83916667,20.285,20.04766667,0.001897533,0.002985075,0.013476227,0.041163421,0.053489184,21.085,21.09214286,20.98205128,20.59643875,20.20379235,21.03,21.03336342,21.03739424,21.04197202,21.04693015,21.05204816,21.05704047,21.06153967,21.06507098,21.06701239,21.06653083,21.06247744,21.05321104,21.03629244,21.00794439,20.96209236,20.88869643,20.77104183,20.58195856,20.27555266,21.11,21.1175,20.91525,20.67666667,66.66666667,38.85918004,59.1697861,66.66666667,56.35056447,73.57948625,66.66666667,62.371619,71.26423741,66.66666667,65.8972952,65.2662548,-0.04,0.55,1.18,57.33333333,69,64.5,58.07692308,36.65,0.73255814,0.608695652,0.651162791,0.723178808,1.145975443,1
53,20130515,21.12,21.14,21.02,21.14,20,0.12,0.02,30,75.29411765,83.72093023,64.45623342,60,21.09666667,21.09857143,20.90583333,20.34115385,20.0695,0.002054037,0.001963572,0.01120102,0.039272411,0.053339645,21.115,21.11285714,21.02833333,20.65977208,20.23960656,21.12,21.11566817,21.11173942,21.1082958,21.10538603,21.10301204,21.10111214,21.09953888,21.09802839,21.09615557,21.09326542,21.08836259,21.07992662,21.06559009,21.04156107,21.00156927,20.93495714,20.82338556,20.63576271,20.31777503,21.11,21.119,20.96975,20.74933333,100,46.21212121,48.64438503,100,58.57278669,69.2433887,100,67.26292335,71.97994445,100,69.8972952,67.59169861,-0.1,0.45,1,49.33333333,60.85714286,58,56.46153846,35.56666667,0.405405405,0.328638498,0.344827586,0.354223433,0.562324274,1
53,20130516,21.22,21.46,21.22,21.36,91,0.24,0.14,64.70588235,70.42253521,82.78688525,71.22093023,59.42446043,21.20666667,21.16285714,20.9875,20.41230769,20.09483333,0.007230431,0.009315512,0.01774866,0.046427495,0.062959799,21.24666667,21.17821429,21.09820513,20.73524217,20.28191803,21.14,21.13878341,21.13717394,21.13524437,21.13307721,21.13075301,21.12833364,21.12583861,21.12321136,21.12027001,21.11663271,21.11159943,21.10395597,21.09163356,21.07109275,21.03617695,20.97596571,20.87087773,20.68618644,20.35888628,21.35,21.1445,21.03875,20.8325,58.33333333,60.79545455,48.01481729,58.33333333,52.29500891,63.97210597,58.33333333,62.05459002,70.48210982,58.33333333,65.73062854,68.50047575,0.27,0.67,1.11,51,57.85714286,62.33333333,58.69230769,36.6,1.784313725,1.572839506,1.459893048,1.550458716,2.486338798,0
53,20130517,21.3,21.32,21.21,21.23,36,0.11,-0.07,100,75.86206897,85,76.50429799,60.61452514,21.24333333,21.17285714,21.0425,20.47884615,20.11566667,-0.000627648,0.002698873,0.008910538,0.0366795,0.055396291,21.25833333,21.195,21.13551282,20.79581197,20.31913661,21.36,21.34893917,21.33771739,21.32628666,21.31461544,21.30268825,21.29050009,21.27804351,21.26528454,21.2521215,21.23831635,21.22337968,21.20637358,21.18556181,21.15776492,21.11713271,21.05277257,20.94424607,20.75356779,20.40894196,21.2475,21.173,21.09575,20.904,18.18181818,60.79545455,51.66555258,18.18181818,43.56060606,56.95097178,18.18181818,53.49398396,67.89931847,18.18181818,61.46185383,68.37367976,0.2,0.38,0.89,49,50.71428571,61.33333333,52.53846154,36.88333333,0.734693878,0.709859155,0.586956522,0.685212299,0.97605061,1
53,20130520,21.29,21.29,21.25,21.28,7,0.04,-0.01,64.86486486,54.66666667,74.62686567,73.96121884,58.74125874,21.29,21.17857143,21.09166667,20.53961538,20.1355,-0.000469704,0.004789207,0.008929277,0.036046664,0.05683991,21.27666667,21.22178571,21.17205128,20.8551567,20.35731148,21.23,21.23594696,21.24077174,21.244443,21.24692309,21.24817206,21.24815003,21.24681523,21.24411382,21.23995468,21.23415818,21.22635883,21.21582415,21.20111518,21.17943545,21.14534953,21.08821806,20.98710916,20.80121101,20.44999487,21.275,21.2185,21.14525,20.96466667,75,62.87878788,57.67045455,75,56.06060606,54.7909487,75,50.86898396,64.82768784,75,58.96185383,67.99688378,0.16,0.37,0.9,44.66666667,46.57142857,57.16666667,51.61538462,35.93333333,0.156716418,0.150306748,0.12244898,0.13561848,0.194805195,1
53,20130521,21.37,21.39,21.29,21.29,11,0.1,-0.08,67.5,52.77777778,73.22834646,72.83236994,58.39210155,21.26666667,21.20714286,21.14166667,20.60230769,20.15866667,0.001097179,0.003907039,0.007016161,0.033379382,0.056121437,21.27666667,21.24964286,21.2025641,20.91074074,20.39516393,21.28,21.27779735,21.27607717,21.27466645,21.27338462,21.27204302,21.27044501,21.26838533,21.26564553,21.2619796,21.25707909,21.25049735,21.24149449,21.22872487,21.20960481,21.17901215,21.12657444,21.03104278,20.84908991,20.49149512,21.315,21.2595,21.1885,21.03,0,37.87878788,55.58712121,0,53.03030303,53.31164587,0,42.04545455,59.55017486,0,50.29518717,66.23675446,0.15,0.13,0.72,18,41.85714286,54,49.96153846,35.76666667,0.611111111,0.262798635,0.203703704,0.220169361,0.307548928,1
53,20130522,21.33,21.39,21.24,21.32,39,0.15,-0.01,31.57894737,67.24137931,73.4375,73.76093294,60.05788712,21.29666667,21.24857143,21.18083333,20.66230769,20.1815,0.001095633,0.003361571,0.006570406,0.031830535,0.056413052,21.30333333,21.27785714,21.23,20.96390313,20.43324044,21.29,21.28938987,21.28860772,21.28769997,21.28667692,21.28551075,21.2841335,21.28243487,21.28025821,21.27739082,21.27353954,21.26827354,21.26089669,21.25017116,21.23372337,21.20675911,21.15925956,21.06988637,20.89318092,20.53142037,21.3175,21.301,21.21,21.08016667,53.33333333,36.62878788,49.54545455,53.33333333,50.80808081,52.38789859,53.33333333,48.71212121,56.66849521,53.33333333,46.0285205,63.08995848,-0.04,0.08,0.63,19,35.14285714,50.83333333,51.23076923,35.71666667,2.052631579,1.109756098,0.767213115,0.761261261,1.091927205,0
53,20130523,20.92,21.16,20.92,20.92,32,0.24,0,100,76.36363636,70.43478261,73.21428571,59.94194485,21.17666667,21.22,21.18166667,20.71346154,20.19916667,-0.012120258,-0.014137606,-0.01235345,0.009971219,0.035686291,21.115,21.19571429,21.18987179,20.98299145,20.45745355,21.32,21.31846949,21.31686077,21.315155,21.31333538,21.31137769,21.30924005,21.3068522,21.30410328,21.30082587,21.29676977,21.29155045,21.28453802,21.27461126,21.25960636,21.23506933,21.19140764,21.10740341,20.93586283,20.57084935,20.98,21.227,21.18575,21.1015,0,32.08333333,42.36742424,0,34.14141414,48.31600317,0,46.43939394,54.15613375,0,38.96969697,59.38854065,-0.31,-0.17,0.23,27.33333333,33.71428571,44.16666667,52.30769231,36.1,1.170731707,0.949152542,0.724528302,0.611764706,0.886426593,0
